SrNo,TollID,CategoryID,Single,Round
3900,558,1,57,86
3901,558,2,102,153
3902,558,3,197,296
3903,558,4,312,468
3904,558,5,327,491
3905,558,6,357,536
3906,558,7,407,611
3907,559,1,58,87
3908,559,2,103,155
3909,559,3,198,297
3910,559,4,313,470
3911,559,5,328,492
3912,559,6,358,537
3913,559,7,408,612
3914,560,1,59,89
3915,560,2,104,156
3916,560,3,199,299
3917,560,4,314,471
3918,560,5,329,494
3919,560,6,359,539
3920,560,7,409,614
3921,561,1,60,90
3922,561,2,105,158
3923,561,3,200,300
3924,561,4,315,473
3925,561,5,330,495
3926,561,6,360,540
3927,561,7,410,615
3928,562,1,61,92
3929,562,2,106,159
3930,562,3,201,302
3931,562,4,316,474
3932,562,5,331,497
3933,562,6,361,542
3934,562,7,411,617
3935,563,1,62,93
3936,563,2,107,161
3937,563,3,202,303
3938,563,4,317,476
3939,563,5,332,498
3940,563,6,362,543
3941,563,7,412,618
3942,564,1,63,95
3943,564,2,108,162
3944,564,3,203,305
3945,564,4,318,477
3946,564,5,333,500
3947,564,6,363,545
3948,564,7,413,620
3949,565,1,64,96
3950,565,2,109,164
3951,565,3,204,306
3952,565,4,319,479
3953,565,5,334,501
3954,565,6,364,546
3955,565,7,414,621
3956,566,1,65,98
3957,566,2,110,165
3958,566,3,205,308
3959,566,4,320,480
3960,566,5,335,503
3961,566,6,365,548
3962,566,7,415,623
3963,567,1,66,99
3964,567,2,111,167
3965,567,3,206,309
3966,567,4,321,482
3967,567,5,336,504
3968,567,6,366,549
3969,567,7,416,624
3970,568,1,67,101
3971,568,2,112,168
3972,568,3,207,311
3973,568,4,322,483
3974,568,5,337,506
3975,568,6,367,551
3976,568,7,417,626
3977,569,1,68,102
3978,569,2,113,170
3979,569,3,208,312
3980,569,4,323,485
3981,569,5,338,507
3982,569,6,368,552
3983,569,7,418,627
3984,570,1,69,104
3985,570,2,114,171
3986,570,3,209,314
3987,570,4,324,486
3988,570,5,339,509
3989,570,6,369,554
3990,570,7,419,629
3991,571,1,70,105
3992,571,2,115,173
3993,571,3,210,315
3994,571,4,325,488
3995,571,5,340,510
3996,571,6,370,555
3997,571,7,420,630
3998,572,1,71,107
3999,572,2,116,174
4000,572,3,211,317
4001,572,4,326,489
4002,572,5,341,512
4003,572,6,371,557
4004,572,7,421,632
4005,573,1,72,108
4006,573,2,117,176
4007,573,3,212,318
4008,573,4,327,491
4009,573,5,342,513
4010,573,6,372,558
4011,573,7,422,633
4012,574,1,73,110
4013,574,2,118,177
4014,574,3,213,320
4015,574,4,328,492
4016,574,5,343,515
4017,574,6,373,560
4018,574,7,423,635
4019,575,1,74,111
4020,575,2,119,179
4021,575,3,214,321
4022,575,4,329,494
4023,575,5,344,516
4024,575,6,374,561
4025,575,7,424,636
4026,576,1,50,75
4027,576,2,95,143
4028,576,3,190,285
4029,576,4,305,458
4030,576,5,320,480
4031,576,6,350,525
4032,576,7,400,600
4033,577,1,51,77
4034,577,2,96,144
4035,577,3,191,287
4036,577,4,306,459
4037,577,5,321,482
4038,577,6,351,527
4039,577,7,401,602
4040,578,1,52,78
4041,578,2,97,146
4042,578,3,192,288
4043,578,4,307,461
4044,578,5,322,483
4045,578,6,352,528
4046,578,7,402,603
4047,579,1,53,80
4048,579,2,98,147
4049,579,3,193,290
4050,579,4,308,462
4051,579,5,323,485
4052,579,6,353,530
4053,579,7,403,605
4054,580,1,54,81
4055,580,2,99,149
4056,580,3,194,291
4057,580,4,309,464
4058,580,5,324,486
4059,580,6,354,531
4060,580,7,404,606
4061,581,1,55,83
4062,581,2,100,150
4063,581,3,195,293
4064,581,4,310,465
4065,581,5,325,488
4066,581,6,355,533
4067,581,7,405,608
4068,582,1,56,84
4069,582,2,101,152
4070,582,3,196,294
4071,582,4,311,467
4072,582,5,326,489
4073,582,6,356,534
4074,582,7,406,609
4075,583,1,57,86
4076,583,2,102,153
4077,583,3,197,296
4078,583,4,312,468
4079,583,5,327,491
4080,583,6,357,536
4081,583,7,407,611
4082,584,1,58,87
4083,584,2,103,155
4084,584,3,198,297
4085,584,4,313,470
4086,584,5,328,492
4087,584,6,358,537
4088,584,7,408,612
4089,585,1,59,89
4090,585,2,104,156
4091,585,3,199,299
4092,585,4,314,471
4093,585,5,329,494
4094,585,6,359,539
4095,585,7,409,614
4096,586,1,60,90
4097,586,2,105,158
4098,586,3,200,300
4099,586,4,315,473
4100,586,5,330,495
4101,586,6,360,540
4102,586,7,410,615
4103,587,1,61,92
4104,587,2,106,159
4105,587,3,201,302
4106,587,4,316,474
4107,587,5,331,497
4108,587,6,361,542
4109,587,7,411,617
4110,588,1,62,93
4111,588,2,107,161
4112,588,3,202,303
4113,588,4,317,476
4114,588,5,332,498
4115,588,6,362,543
4116,588,7,412,618
4117,589,1,63,95
4118,589,2,108,162
4119,589,3,203,305
4120,589,4,318,477
4121,589,5,333,500
4122,589,6,363,545
4123,589,7,413,620
4124,590,1,64,96
4125,590,2,109,164
4126,590,3,204,306
4127,590,4,319,479
4128,590,5,334,501
4129,590,6,364,546
4130,590,7,414,621
4131,591,1,65,98
4132,591,2,110,165
4133,591,3,205,308
4134,591,4,320,480
4135,591,5,335,503
4136,591,6,365,548
4137,591,7,415,623
4138,592,1,66,99
4139,592,2,111,167
4140,592,3,206,309
4141,592,4,321,482
4142,592,5,336,504
4143,592,6,366,549
4144,592,7,416,624
4145,593,1,67,101
4146,593,2,112,168
4147,593,3,207,311
4148,593,4,322,483
4149,593,5,337,506
4150,593,6,367,551
4151,593,7,417,626
4152,594,1,68,102
4153,594,2,113,170
4154,594,3,208,312
4155,594,4,323,485
4156,594,5,338,507
4157,594,6,368,552
4158,594,7,418,627
4159,595,1,69,104
4160,595,2,114,171
4161,595,3,209,314
4162,595,4,324,486
4163,595,5,339,509
4164,595,6,369,554
4165,595,7,419,629
4166,596,1,70,105
4167,596,2,115,173
4168,596,3,210,315
4169,596,4,325,488
4170,596,5,340,510
4171,596,6,370,555
4172,596,7,420,630
4173,597,1,71,107
4174,597,2,116,174
4175,597,3,211,317
4176,597,4,326,489
4177,597,5,341,512
4178,597,6,371,557
4179,597,7,421,632
4180,598,1,72,108
4181,598,2,117,176
4182,598,3,212,318
4183,598,4,327,491
4184,598,5,342,513
4185,598,6,372,558
4186,598,7,422,633
4187,599,1,73,110
4188,599,2,118,177
4189,599,3,213,320
4190,599,4,328,492
4191,599,5,343,515
4192,599,6,373,560
4193,599,7,423,635
4194,600,1,74,111
4195,600,2,119,179
4196,600,3,214,321
4197,600,4,329,494
4198,600,5,344,516
4199,600,6,374,561
4200,600,7,424,636
4201,601,1,50,75
4202,601,2,95,143
4203,601,3,190,285
4204,601,4,305,458
4205,601,5,320,480
4206,601,6,350,525
4207,601,7,400,600
4208,602,1,51,77
4209,602,2,96,144
4210,602,3,191,287
4211,602,4,306,459
4212,602,5,321,482
4213,602,6,351,527
4214,602,7,401,602
4215,603,1,52,78
4216,603,2,97,146
4217,603,3,192,288
4218,603,4,307,461
4219,603,5,322,483
4220,603,6,352,528
4221,603,7,402,603
4222,604,1,53,80
4223,604,2,98,147
4224,604,3,193,290
4225,604,4,308,462
4226,604,5,323,485
4227,604,6,353,530
4228,604,7,403,605
4229,605,1,54,81
4230,605,2,99,149
4231,605,3,194,291
4232,605,4,309,464
4233,605,5,324,486
4234,605,6,354,531
4235,605,7,404,606
4236,606,1,55,83
4237,606,2,100,150
4238,606,3,195,293
4239,606,4,310,465
4240,606,5,325,488
4241,606,6,355,533
4242,606,7,405,608
4243,607,1,56,84
4244,607,2,101,152
4245,607,3,196,294
4246,607,4,311,467
4247,607,5,326,489
4248,607,6,356,534
4249,607,7,406,609
4250,608,1,57,86
4251,608,2,102,153
4252,608,3,197,296
4253,608,4,312,468
4254,608,5,327,491
4255,608,6,357,536
4256,608,7,407,611
4257,609,1,58,87
4258,609,2,103,155
4259,609,3,198,297
4260,609,4,313,470
4261,609,5,328,492
4262,609,6,358,537
4263,609,7,408,612
4264,610,1,59,89
4265,610,2,104,156
4266,610,3,199,299
4267,610,4,314,471
4268,610,5,329,494
4269,610,6,359,539
4270,610,7,409,614
4271,611,1,60,90
4272,611,2,105,158
4273,611,3,200,300
4274,611,4,315,473
4275,611,5,330,495
4276,611,6,360,540
4277,611,7,410,615
4278,612,1,61,92
4279,612,2,106,159
4280,612,3,201,302
4281,612,4,316,474
4282,612,5,331,497
4283,612,6,361,542
4284,612,7,411,617
4285,613,1,62,93
4286,613,2,107,161
4287,613,3,202,303
4288,613,4,317,476
4289,613,5,332,498
4290,613,6,362,543
4291,613,7,412,618
4292,614,1,63,95
4293,614,2,108,162
4294,614,3,203,305
4295,614,4,318,477
4296,614,5,333,500
4297,614,6,363,545
4298,614,7,413,620
4299,615,1,64,96
4300,615,2,109,164
4301,615,3,204,306
4302,615,4,319,479
4303,615,5,334,501
4304,615,6,364,546
4305,615,7,414,621
4306,616,1,65,98
4307,616,2,110,165
4308,616,3,205,308
4309,616,4,320,480
4310,616,5,335,503
4311,616,6,365,548
4312,616,7,415,623
4313,617,1,66,99
4314,617,2,111,167
4315,617,3,206,309
4316,617,4,321,482
4317,617,5,336,504
4318,617,6,366,549
4319,617,7,416,624
4320,618,1,67,101
4321,618,2,112,168
4322,618,3,207,311
4323,618,4,322,483
4324,618,5,337,506
4325,618,6,367,551
4326,618,7,417,626
4327,619,1,68,102
4328,619,2,113,170
4329,619,3,208,312
4330,619,4,323,485
4331,619,5,338,507
4332,619,6,368,552
4333,619,7,418,627
4334,620,1,69,104
4335,620,2,114,171
4336,620,3,209,314
4337,620,4,324,486
4338,620,5,339,509
4339,620,6,369,554
4340,620,7,419,629
4341,621,1,70,105
4342,621,2,115,173
4343,621,3,210,315
4344,621,4,325,488
4345,621,5,340,510
4346,621,6,370,555
4347,621,7,420,630
4348,622,1,71,107
4349,622,2,116,174
4350,622,3,211,317
4351,622,4,326,489
4352,622,5,341,512
4353,622,6,371,557
4354,622,7,421,632
4355,623,1,72,108
4356,623,2,117,176
4357,623,3,212,318
4358,623,4,327,491
4359,623,5,342,513
4360,623,6,372,558
4361,623,7,422,633
4362,624,1,73,110
4363,624,2,118,177
4364,624,3,213,320
4365,624,4,328,492
4366,624,5,343,515
4367,624,6,373,560
4368,624,7,423,635
4369,625,1,74,111
4370,625,2,119,179
4371,625,3,214,321
4372,625,4,329,494
4373,625,5,344,516
4374,625,6,374,561
4375,625,7,424,636
4376,626,1,50,75
4377,626,2,95,143
4378,626,3,190,285
4379,626,4,305,458
4380,626,5,320,480
4381,626,6,350,525
4382,626,7,400,600
4383,627,1,51,77
4384,627,2,96,144
4385,627,3,191,287
4386,627,4,306,459
4387,627,5,321,482
4388,627,6,351,527
4389,627,7,401,602
4390,628,1,52,78
4391,628,2,97,146
4392,628,3,192,288
4393,628,4,307,461
4394,628,5,322,483
4395,628,6,352,528
4396,628,7,402,603
4397,629,1,53,80
4398,629,2,98,147
4399,629,3,193,290
4400,629,4,308,462
4401,629,5,323,485
4402,629,6,353,530
4403,629,7,403,605
4404,630,1,54,81
4405,630,2,99,149
4406,630,3,194,291
4407,630,4,309,464
4408,630,5,324,486
4409,630,6,354,531
4410,630,7,404,606
4411,631,1,55,83
4412,631,2,100,150
4413,631,3,195,293
4414,631,4,310,465
4415,631,5,325,488
4416,631,6,355,533
4417,631,7,405,608
4418,632,1,56,84
4419,632,2,101,152
4420,632,3,196,294
4421,632,4,311,467
4422,632,5,326,489
4423,632,6,356,534
4424,632,7,406,609
4425,633,1,57,86
4426,633,2,102,153
4427,633,3,197,296
4428,633,4,312,468
4429,633,5,327,491
4430,633,6,357,536
4431,633,7,407,611
4432,634,1,58,87
4433,634,2,103,155
4434,634,3,198,297
4435,634,4,313,470
4436,634,5,328,492
4437,634,6,358,537
4438,634,7,408,612
4439,635,1,59,89
4440,635,2,104,156
4441,635,3,199,299
4442,635,4,314,471
4443,635,5,329,494
4444,635,6,359,539
4445,635,7,409,614
4446,636,1,60,90
4447,636,2,105,158
4448,636,3,200,300
4449,636,4,315,473
4450,636,5,330,495
4451,636,6,360,540
4452,636,7,410,615
4453,637,1,61,92
4454,637,2,106,159
4455,637,3,201,302
4456,637,4,316,474
4457,637,5,331,497
4458,637,6,361,542
4459,637,7,411,617
4460,638,1,62,93
4461,638,2,107,161
4462,638,3,202,303
4463,638,4,317,476
4464,638,5,332,498
4465,638,6,362,543
4466,638,7,412,618
4467,639,1,63,95
4468,639,2,108,162
4469,639,3,203,305
4470,639,4,318,477
4471,639,5,333,500
4472,639,6,363,545
4473,639,7,413,620
4474,640,1,64,96
4475,640,2,109,164
4476,640,3,204,306
4477,640,4,319,479
4478,640,5,334,501
4479,640,6,364,546
4480,640,7,414,621
4481,641,1,65,98
4482,641,2,110,165
4483,641,3,205,308
4484,641,4,320,480
4485,641,5,335,503
4486,641,6,365,548
4487,641,7,415,623
4488,642,1,66,99
4489,642,2,111,167
4490,642,3,206,309
4491,642,4,321,482
4492,642,5,336,504
4493,642,6,366,549
4494,642,7,416,624
4495,643,1,67,101
4496,643,2,112,168
4497,643,3,207,311
4498,643,4,322,483
4499,643,5,337,506
4500,643,6,367,551
4501,643,7,417,626
4502,644,1,68,102
4503,644,2,113,170
4504,644,3,208,312
4505,644,4,323,485
4506,644,5,338,507
4507,644,6,368,552
4508,644,7,418,627
4509,645,1,69,104
4510,645,2,114,171
4511,645,3,209,314
4512,645,4,324,486
4513,645,5,339,509
4514,645,6,369,554
4515,645,7,419,629
4516,646,1,70,105
4517,646,2,115,173
4518,646,3,210,315
4519,646,4,325,488
4520,646,5,340,510
4521,646,6,370,555
4522,646,7,420,630
4523,647,1,71,107
4524,647,2,116,174
4525,647,3,211,317
4526,647,4,326,489
4527,647,5,341,512
4528,647,6,371,557
4529,647,7,421,632
4530,648,1,72,108
4531,648,2,117,176
4532,648,3,212,318
4533,648,4,327,491
4534,648,5,342,513
4535,648,6,372,558
4536,648,7,422,633
4537,649,1,73,110
4538,649,2,118,177
4539,649,3,213,320
4540,649,4,328,492
4541,649,5,343,515
4542,649,6,373,560
4543,649,7,423,635
4544,650,1,74,111
4545,650,2,119,179
4546,650,3,214,321
4547,650,4,329,494
4548,650,5,344,516
4549,650,6,374,561
4550,650,7,424,636
4551,651,1,50,75
4552,651,2,95,143
4553,651,3,190,285
4554,651,4,305,458
4555,651,5,320,480
4556,651,6,350,525
4557,651,7,400,600
4558,652,1,51,77
4559,652,2,96,144
4560,652,3,191,287
4561,652,4,306,459
4562,652,5,321,482
4563,652,6,351,527
4564,652,7,401,602
4565,653,1,52,78
4566,653,2,97,146
4567,653,3,192,288
4568,653,4,307,461
4569,653,5,322,483
4570,653,6,352,528
4571,653,7,402,603
4572,654,1,53,80
4573,654,2,98,147
4574,654,3,193,290
4575,654,4,308,462
4576,654,5,323,485
4577,654,6,353,530
4578,654,7,403,605
4579,655,1,54,81
4580,655,2,99,149
4581,655,3,194,291
4582,655,4,309,464
4583,655,5,324,486
4584,655,6,354,531
4585,655,7,404,606
4586,656,1,55,83
4587,656,2,100,150
4588,656,3,195,293
4589,656,4,310,465
4590,656,5,325,488
4591,656,6,355,533
4592,656,7,405,608
4593,657,1,56,84
4594,657,2,101,152
4595,657,3,196,294
4596,657,4,311,467
4597,657,5,326,489
4598,657,6,356,534
4599,657,7,406,609
4600,658,1,57,86
4601,658,2,102,153
4602,658,3,197,296
4603,658,4,312,468
4604,658,5,327,491
4605,658,6,357,536
4606,658,7,407,611
4607,659,1,58,87
4608,659,2,103,155
4609,659,3,198,297
4610,659,4,313,470
4611,659,5,328,492
4612,659,6,358,537
4613,659,7,408,612
4614,660,1,59,89
4615,660,2,104,156
4616,660,3,199,299
4617,660,4,314,471
4618,660,5,329,494
4619,660,6,359,539
4620,660,7,409,614
4621,661,1,60,90
4622,661,2,105,158
4623,661,3,200,300
4624,661,4,315,473
4625,661,5,330,495
4626,661,6,360,540
4627,661,7,410,615
4628,662,1,61,92
4629,662,2,106,159
4630,662,3,201,302
4631,662,4,316,474
4632,662,5,331,497
4633,662,6,361,542
4634,662,7,411,617
4635,663,1,62,93
4636,663,2,107,161
4637,663,3,202,303
4638,663,4,317,476
4639,663,5,332,498
4640,663,6,362,543
4641,663,7,412,618
4642,664,1,63,95
4643,664,2,108,162
4644,664,3,203,305
4645,664,4,318,477
4646,664,5,333,500
4647,664,6,363,545
4648,664,7,413,620
4649,665,1,64,96
4650,665,2,109,164
4651,665,3,204,306
4652,665,4,319,479
4653,665,5,334,501
4654,665,6,364,546
4655,665,7,414,621
4656,666,1,65,98
4657,666,2,110,165
4658,666,3,205,308
4659,666,4,320,480
4660,666,5,335,503
4661,666,6,365,548
4662,666,7,415,623
4663,667,1,66,99
4664,667,2,111,167
4665,667,3,206,309
4666,667,4,321,482
4667,667,5,336,504
4668,667,6,366,549
4669,667,7,416,624
4670,668,1,67,101
4671,668,2,112,168
4672,668,3,207,311
4673,668,4,322,483
4674,668,5,337,506
4675,668,6,367,551
4676,668,7,417,626
4677,669,1,68,102
4678,669,2,113,170
4679,669,3,208,312
4680,669,4,323,485
4681,669,5,338,507
4682,669,6,368,552
4683,669,7,418,627
4684,670,1,69,104
4685,670,2,114,171
4686,670,3,209,314
4687,670,4,324,486
4688,670,5,339,509
4689,670,6,369,554
4690,670,7,419,629
4691,671,1,70,105
4692,671,2,115,173
4693,671,3,210,315
4694,671,4,325,488
4695,671,5,340,510
4696,671,6,370,555
4697,671,7,420,630
4698,672,1,71,107
4699,672,2,116,174
4700,672,3,211,317
4701,672,4,326,489
4702,672,5,341,512
4703,672,6,371,557
4704,672,7,421,632
4705,673,1,72,108
4706,673,2,117,176
4707,673,3,212,318
4708,673,4,327,491
4709,673,5,342,513
4710,673,6,372,558
4711,673,7,422,633
4712,674,1,73,110
4713,674,2,118,177
4714,674,3,213,320
4715,674,4,328,492
4716,674,5,343,515
4717,674,6,373,560
4718,674,7,423,635
4719,675,1,74,111
4720,675,2,119,179
4721,675,3,214,321
4722,675,4,329,494
4723,675,5,344,516
4724,675,6,374,561
4725,675,7,424,636
4726,676,1,50,75
4727,676,2,95,143
4728,676,3,190,285
4729,676,4,305,458
4730,676,5,320,480
4731,676,6,350,525
4732,676,7,400,600
4733,677,1,51,77
4734,677,2,96,144
4735,677,3,191,287
4736,677,4,306,459
4737,677,5,321,482
4738,677,6,351,527
4739,677,7,401,602
4740,678,1,52,78
4741,678,2,97,146
4742,678,3,192,288
4743,678,4,307,461
4744,678,5,322,483
4745,678,6,352,528
4746,678,7,402,603
4747,679,1,53,80
4748,679,2,98,147
4749,679,3,193,290
4750,679,4,308,462
4751,679,5,323,485
4752,679,6,353,530
4753,679,7,403,605
4754,680,1,54,81
4755,680,2,99,149
4756,680,3,194,291
4757,680,4,309,464
4758,680,5,324,486
4759,680,6,354,531
4760,680,7,404,606
4761,681,1,55,83
4762,681,2,100,150
4763,681,3,195,293
4764,681,4,310,465
4765,681,5,325,488
4766,681,6,355,533
4767,681,7,405,608
4768,682,1,56,84
4769,682,2,101,152
4770,682,3,196,294
4771,682,4,311,467
4772,682,5,326,489
4773,682,6,356,534
4774,682,7,406,609
4775,683,1,57,86
4776,683,2,102,153
4777,683,3,197,296
4778,683,4,312,468
4779,683,5,327,491
4780,683,6,357,536
4781,683,7,407,611
4782,684,1,58,87
4783,684,2,103,155
4784,684,3,198,297
4785,684,4,313,470
4786,684,5,328,492
4787,684,6,358,537
4788,684,7,408,612
4789,685,1,59,89
4790,685,2,104,156
4791,685,3,199,299
4792,685,4,314,471
4793,685,5,329,494
4794,685,6,359,539
4795,685,7,409,614
4796,686,1,60,90
4797,686,2,105,158
4798,686,3,200,300
4799,686,4,315,473
4800,686,5,330,495
4801,686,6,360,540
4802,686,7,410,615
4803,687,1,61,92
4804,687,2,106,159
4805,687,3,201,302
4806,687,4,316,474
4807,687,5,331,497
4808,687,6,361,542
4809,687,7,411,617
4810,688,1,62,93
4811,688,2,107,161
4812,688,3,202,303
4813,688,4,317,476
4814,688,5,332,498
4815,688,6,362,543
4816,688,7,412,618
4817,689,1,63,95
4818,689,2,108,162
4819,689,3,203,305
4820,689,4,318,477
4821,689,5,333,500
4822,689,6,363,545
4823,689,7,413,620
4824,690,1,64,96
4825,690,2,109,164
4826,690,3,204,306
4827,690,4,319,479
4828,690,5,334,501
4829,690,6,364,546
4830,690,7,414,621
4831,691,1,65,98
4832,691,2,110,165
4833,691,3,205,308
4834,691,4,320,480
4835,691,5,335,503
4836,691,6,365,548
4837,691,7,415,623
4838,692,1,66,99
4839,692,2,111,167
4840,692,3,206,309
4841,692,4,321,482
4842,692,5,336,504
4843,692,6,366,549
4844,692,7,416,624
4845,693,1,67,101
4846,693,2,112,168
4847,693,3,207,311
4848,693,4,322,483
4849,693,5,337,506
4850,693,6,367,551
4851,693,7,417,626
4852,694,1,68,102
4853,694,2,113,170
4854,694,3,208,312
4855,694,4,323,485
4856,694,5,338,507
4857,694,6,368,552
4858,694,7,418,627
4859,695,1,69,104
4860,695,2,114,171
4861,695,3,209,314
4862,695,4,324,486
4863,695,5,339,509
4864,695,6,369,554
4865,695,7,419,629
4866,696,1,70,105
4867,696,2,115,173
4868,696,3,210,315
4869,696,4,325,488
4870,696,5,340,510
4871,696,6,370,555
4872,696,7,420,630
4873,697,1,71,107
4874,697,2,116,174
4875,697,3,211,317
4876,697,4,326,489
4877,697,5,341,512
4878,697,6,371,557
4879,697,7,421,632
4880,698,1,72,108
4881,698,2,117,176
4882,698,3,212,318
4883,698,4,327,491
4884,698,5,342,513
4885,698,6,372,558
4886,698,7,422,633
4887,699,1,73,110
4888,699,2,118,177
4889,699,3,213,320
4890,699,4,328,492
4891,699,5,343,515
4892,699,6,373,560
4893,699,7,423,635
4894,700,1,74,111
4895,700,2,119,179
4896,700,3,214,321
4897,700,4,329,494
4898,700,5,344,516
4899,700,6,374,561
4900,700,7,424,636
4901,701,1,50,75
4902,701,2,95,143
4903,701,3,190,285
4904,701,4,305,458
4905,701,5,320,480
4906,701,6,350,525
4907,701,7,400,600
4908,702,1,51,77
4909,702,2,96,144
4910,702,3,191,287
4911,702,4,306,459
4912,702,5,321,482
4913,702,6,351,527
4914,702,7,401,602
4915,703,1,52,78
4916,703,2,97,146
4917,703,3,192,288
4918,703,4,307,461
4919,703,5,322,483
4920,703,6,352,528
4921,703,7,402,603
4922,704,1,53,80
4923,704,2,98,147
4924,704,3,193,290
4925,704,4,308,462
4926,704,5,323,485
4927,704,6,353,530
4928,704,7,403,605
4929,705,1,54,81
4930,705,2,99,149
4931,705,3,194,291
4932,705,4,309,464
4933,705,5,324,486
4934,705,6,354,531
4935,705,7,404,606
4936,706,1,55,83
4937,706,2,100,150
4938,706,3,195,293
4939,706,4,310,465
4940,706,5,325,488
4941,706,6,355,533
4942,706,7,405,608
4943,707,1,56,84
4944,707,2,101,152
4945,707,3,196,294
4946,707,4,311,467
4947,707,5,326,489
4948,707,6,356,534
4949,707,7,406,609
4950,708,1,57,86
4951,708,2,102,153
4952,708,3,197,296
4953,708,4,312,468
4954,708,5,327,491
4955,708,6,357,536
4956,708,7,407,611
4957,709,1,58,87
4958,709,2,103,155
4959,709,3,198,297
4960,709,4,313,470
4961,709,5,328,492
4962,709,6,358,537
4963,709,7,408,612
4964,710,1,59,89
4965,710,2,104,156
4966,710,3,199,299
4967,710,4,314,471
4968,710,5,329,494
4969,710,6,359,539
4970,710,7,409,614
4971,711,1,60,90
4972,711,2,105,158
4973,711,3,200,300
4974,711,4,315,473
4975,711,5,330,495
4976,711,6,360,540
4977,711,7,410,615
4978,712,1,61,92
4979,712,2,106,159
4980,712,3,201,302
4981,712,4,316,474
4982,712,5,331,497
4983,712,6,361,542
4984,712,7,411,617
4985,713,1,62,93
4986,713,2,107,161
4987,713,3,202,303
4988,713,4,317,476
4989,713,5,332,498
4990,713,6,362,543
4991,713,7,412,618
4992,714,1,63,95
4993,714,2,108,162
4994,714,3,203,305
4995,714,4,318,477
4996,714,5,333,500
4997,714,6,363,545
4998,714,7,413,620
4999,715,1,64,96
5000,715,2,109,164
5001,715,3,204,306
5002,715,4,319,479
5003,715,5,334,501
5004,715,6,364,546
5005,715,7,414,621
5006,716,1,65,98
5007,716,2,110,165
5008,716,3,205,308
5009,716,4,320,480
5010,716,5,335,503
5011,716,6,365,548
5012,716,7,415,623
5013,717,1,66,99
5014,717,2,111,167
5015,717,3,206,309
5016,717,4,321,482
5017,717,5,336,504
5018,717,6,366,549
5019,717,7,416,624
5020,718,1,67,101
5021,718,2,112,168
5022,718,3,207,311
5023,718,4,322,483
5024,718,5,337,506
5025,718,6,367,551
5026,718,7,417,626
5027,719,1,68,102
5028,719,2,113,170
5029,719,3,208,312
5030,719,4,323,485
5031,719,5,338,507
5032,719,6,368,552
5033,719,7,418,627
5034,720,1,69,104
5035,720,2,114,171
5036,720,3,209,314
5037,720,4,324,486
5038,720,5,339,509
5039,720,6,369,554
5040,720,7,419,629
5041,721,1,70,105
5042,721,2,115,173
5043,721,3,210,315
5044,721,4,325,488
5045,721,5,340,510
5046,721,6,370,555
5047,721,7,420,630
5048,722,1,71,107
5049,722,2,116,174
5050,722,3,211,317
5051,722,4,326,489
5052,722,5,341,512
5053,722,6,371,557
5054,722,7,421,632
5055,723,1,72,108
5056,723,2,117,176
5057,723,3,212,318
5058,723,4,327,491
5059,723,5,342,513
5060,723,6,372,558
5061,723,7,422,633
5062,724,1,73,110
5063,724,2,118,177
5064,724,3,213,320
5065,724,4,328,492
5066,724,5,343,515
5067,724,6,373,560
5068,724,7,423,635
5069,725,1,74,111
5070,725,2,119,179
5071,725,3,214,321
5072,725,4,329,494
5073,725,5,344,516
5074,725,6,374,561
5075,725,7,424,636
5076,726,1,50,75
5077,726,2,95,143
5078,726,3,190,285
5079,726,4,305,458
5080,726,5,320,480
5081,726,6,350,525
5082,726,7,400,600
5083,727,1,51,77
5084,727,2,96,144
5085,727,3,191,287
5086,727,4,306,459
5087,727,5,321,482
5088,727,6,351,527
5089,727,7,401,602
5090,728,1,52,78
5091,728,2,97,146
5092,728,3,192,288
5093,728,4,307,461
5094,728,5,322,483
5095,728,6,352,528
5096,728,7,402,603
5097,729,1,53,80
5098,729,2,98,147
5099,729,3,193,290
5100,729,4,308,462
5101,729,5,323,485
5102,729,6,353,530
5103,729,7,403,605
5104,730,1,54,81
5105,730,2,99,149
5106,730,3,194,291
5107,730,4,309,464
5108,730,5,324,486
5109,730,6,354,531
5110,730,7,404,606
5111,731,1,55,83
5112,731,2,100,150
5113,731,3,195,293
5114,731,4,310,465
5115,731,5,325,488
5116,731,6,355,533
5117,731,7,405,608
5118,732,1,56,84
5119,732,2,101,152
5120,732,3,196,294
5121,732,4,311,467
5122,732,5,326,489
5123,732,6,356,534
5124,732,7,406,609
5125,733,1,57,86
5126,733,2,102,153
5127,733,3,197,296
5128,733,4,312,468
5129,733,5,327,491
5130,733,6,357,536
5131,733,7,407,611
5132,734,1,58,87
5133,734,2,103,155
5134,734,3,198,297
5135,734,4,313,470
5136,734,5,328,492
5137,734,6,358,537
5138,734,7,408,612
5139,735,1,59,89
5140,735,2,104,156
5141,735,3,199,299
5142,735,4,314,471
5143,735,5,329,494
5144,735,6,359,539
5145,735,7,409,614
5146,736,1,60,90
5147,736,2,105,158
5148,736,3,200,300
5149,736,4,315,473
5150,736,5,330,495
5151,736,6,360,540
5152,736,7,410,615
5153,737,1,61,92
5154,737,2,106,159
5155,737,3,201,302
5156,737,4,316,474
5157,737,5,331,497
5158,737,6,361,542
5159,737,7,411,617
5160,738,1,62,93
5161,738,2,107,161
5162,738,3,202,303
5163,738,4,317,476
5164,738,5,332,498
5165,738,6,362,543
5166,738,7,412,618
5167,739,1,63,95
5168,739,2,108,162
5169,739,3,203,305
