SrNo,TollID,CategoryID,Single,Round,Category
4736,677,4,306,459,Upto 3 Axle
4737,677,5,321,482,4 to 6 Axle
4738,677,6,351,527,HCM/EME
4739,677,7,401,602,7 or more Axle
4740,678,1,52,78,Car/Jeep/Van
4741,678,2,97,146,LCV
4742,678,3,192,288,Bus/Truck
4743,678,4,307,461,Upto 3 Axle
4744,678,5,322,483,4 to 6 Axle
4745,678,6,352,528,HCM/EME
4746,678,7,402,603,7 or more Axle
4747,679,1,53,80,Car/Jeep/Van
4748,679,2,98,147,LCV
4749,679,3,193,290,Bus/Truck
4750,679,4,308,462,Upto 3 Axle
4751,679,5,323,485,4 to 6 Axle
4752,679,6,353,530,HCM/EME
4753,679,7,403,605,7 or more Axle
4754,680,1,54,81,Car/Jeep/Van
4755,680,2,99,149,LCV
4756,680,3,194,291,Bus/Truck
4757,680,4,309,464,Upto 3 Axle
4758,680,5,324,486,4 to 6 Axle
4759,680,6,354,531,HCM/EME
4760,680,7,404,606,7 or more Axle
4761,681,1,55,83,Car/Jeep/Van
4762,681,2,100,150,LCV
4763,681,3,195,293,Bus/Truck
4764,681,4,310,465,Upto 3 Axle
4765,681,5,325,488,4 to 6 Axle
4766,681,6,355,533,HCM/EME
4767,681,7,405,608,7 or more Axle
4768,682,1,56,84,Car/Jeep/Van
4769,682,2,101,152,LCV
4770,682,3,196,294,Bus/Truck
4771,682,4,311,467,Upto 3 Axle
4772,682,5,326,489,4 to 6 Axle
4773,682,6,356,534,HCM/EME
4774,682,7,406,609,7 or more Axle
4775,683,1,57,86,Car/Jeep/Van
4776,683,2,102,153,LCV
4777,683,3,197,296,Bus/Truck
4778,683,4,312,468,Upto 3 Axle
4779,683,5,327,491,4 to 6 Axle
4780,683,6,357,536,HCM/EME
4781,683,7,407,611,7 or more Axle
4782,684,1,58,87,Car/Jeep/Van
4783,684,2,103,155,LCV
4784,684,3,198,297,Bus/Truck
4785,684,4,313,470,Upto 3 Axle
4786,684,5,328,492,4 to 6 Axle
4787,684,6,358,537,HCM/EME
4788,684,7,408,612,7 or more Axle
4789,685,1,59,89,Car/Jeep/Van
4790,685,2,104,156,LCV
4791,685,3,199,299,Bus/Truck
4792,685,4,314,471,Upto 3 Axle
4793,685,5,329,494,4 to 6 Axle
4794,685,6,359,539,HCM/EME
4795,685,7,409,614,7 or more Axle
4796,686,1,60,90,Car/Jeep/Van
4797,686,2,105,158,LCV
4798,686,3,200,300,Bus/Truck
4799,686,4,315,473,Upto 3 Axle
4800,686,5,330,495,4 to 6 Axle
4801,686,6,360,540,HCM/EME
4802,686,7,410,615,7 or more Axle
4803,687,1,61,92,Car/Jeep/Van
4804,687,2,106,159,LCV
4805,687,3,201,302,Bus/Truck
4806,687,4,316,474,Upto 3 Axle
4807,687,5,331,497,4 to 6 Axle
4808,687,6,361,542,HCM/EME
4809,687,7,411,617,7 or more Axle
4810,688,1,62,93,Car/Jeep/Van
4811,688,2,107,161,LCV
4812,688,3,202,303,Bus/Truck
4813,688,4,317,476,Upto 3 Axle
4814,688,5,332,498,4 to 6 Axle
4815,688,6,362,543,HCM/EME
4816,688,7,412,618,7 or more Axle
4817,689,1,63,95,Car/Jeep/Van
4818,689,2,108,162,LCV
4819,689,3,203,305,Bus/Truck
4820,689,4,318,477,Upto 3 Axle
4821,689,5,333,500,4 to 6 Axle
4822,689,6,363,545,HCM/EME
4823,689,7,413,620,7 or more Axle
4824,690,1,64,96,Car/Jeep/Van
4825,690,2,109,164,LCV
4826,690,3,204,306,Bus/Truck
4827,690,4,319,479,Upto 3 Axle
4828,690,5,334,501,4 to 6 Axle
4829,690,6,364,546,HCM/EME
4830,690,7,414,621,7 or more Axle
4831,691,1,65,98,Car/Jeep/Van
4832,691,2,110,165,LCV
4833,691,3,205,308,Bus/Truck
4834,691,4,320,480,Upto 3 Axle
4835,691,5,335,503,4 to 6 Axle
4836,691,6,365,548,HCM/EME
4837,691,7,415,623,7 or more Axle
4838,692,1,66,99,Car/Jeep/Van
4839,692,2,111,167,LCV
4840,692,3,206,309,Bus/Truck
4841,692,4,321,482,Upto 3 Axle
4842,692,5,336,504,4 to 6 Axle
4843,692,6,366,549,HCM/EME
4844,692,7,416,624,7 or more Axle
4845,693,1,67,101,Car/Jeep/Van
4846,693,2,112,168,LCV
4847,693,3,207,311,Bus/Truck
4848,693,4,322,483,Upto 3 Axle
4849,693,5,337,506,4 to 6 Axle
4850,693,6,367,551,HCM/EME
4851,693,7,417,626,7 or more Axle
4852,694,1,68,102,Car/Jeep/Van
4853,694,2,113,170,LCV
4854,694,3,208,312,Bus/Truck
4855,694,4,323,485,Upto 3 Axle
4856,694,5,338,507,4 to 6 Axle
4857,694,6,368,552,HCM/EME
4858,694,7,418,627,7 or more Axle
4859,695,1,69,104,Car/Jeep/Van
4860,695,2,114,171,LCV
4861,695,3,209,314,Bus/Truck
4862,695,4,324,486,Upto 3 Axle
4863,695,5,339,509,4 to 6 Axle
4864,695,6,369,554,HCM/EME
4865,695,7,419,629,7 or more Axle
4866,696,1,70,105,Car/Jeep/Van
4867,696,2,115,173,LCV
4868,696,3,210,315,Bus/Truck
4869,696,4,325,488,Upto 3 Axle
4870,696,5,340,510,4 to 6 Axle
4871,696,6,370,555,HCM/EME
4872,696,7,420,630,7 or more Axle
4873,697,1,71,107,Car/Jeep/Van
4874,697,2,116,174,LCV
4875,697,3,211,317,Bus/Truck
4876,697,4,326,489,Upto 3 Axle
4877,697,5,341,512,4 to 6 Axle
4878,697,6,371,557,HCM/EME
4879,697,7,421,632,7 or more Axle
4880,698,1,72,108,Car/Jeep/Van
4881,698,2,117,176,LCV
4882,698,3,212,318,Bus/Truck
4883,698,4,327,491,Upto 3 Axle
4884,698,5,342,513,4 to 6 Axle
4885,698,6,372,558,HCM/EME
4886,698,7,422,633,7 or more Axle
4887,699,1,73,110,Car/Jeep/Van
4888,699,2,118,177,LCV
4889,699,3,213,320,Bus/Truck
4890,699,4,328,492,Upto 3 Axle
4891,699,5,343,515,4 to 6 Axle
4892,699,6,373,560,HCM/EME
4893,699,7,423,635,7 or more Axle
4894,700,1,74,111,Car/Jeep/Van
4895,700,2,119,179,LCV
4896,700,3,214,321,Bus/Truck
4897,700,4,329,494,Upto 3 Axle
4898,700,5,344,516,4 to 6 Axle
4899,700,6,374,561,HCM/EME
4900,700,7,424,636,7 or more Axle
4901,701,1,50,75,Car/Jeep/Van
4902,701,2,95,143,LCV
4903,701,3,190,285,Bus/Truck
4904,701,4,305,458,Upto 3 Axle
4905,701,5,320,480,4 to 6 Axle
4906,701,6,350,525,HCM/EME
4907,701,7,400,600,7 or more Axle
4908,702,1,51,77,Car/Jeep/Van
4909,702,2,96,144,LCV
4910,702,3,191,287,Bus/Truck
4911,702,4,306,459,Upto 3 Axle
4912,702,5,321,482,4 to 6 Axle
4913,702,6,351,527,HCM/EME
4914,702,7,401,602,7 or more Axle
4915,703,1,52,78,Car/Jeep/Van
4916,703,2,97,146,LCV
4917,703,3,192,288,Bus/Truck
4918,703,4,307,461,Upto 3 Axle
4919,703,5,322,483,4 to 6 Axle
4920,703,6,352,528,HCM/EME
4921,703,7,402,603,7 or more Axle
4922,704,1,53,80,Car/Jeep/Van
4923,704,2,98,147,LCV
4924,704,3,193,290,Bus/Truck
4925,704,4,308,462,Upto 3 Axle
4926,704,5,323,485,4 to 6 Axle
4927,704,6,353,530,HCM/EME
4928,704,7,403,605,7 or more Axle
4929,705,1,54,81,Car/Jeep/Van
4930,705,2,99,149,LCV
4931,705,3,194,291,Bus/Truck
4932,705,4,309,464,Upto 3 Axle
4933,705,5,324,486,4 to 6 Axle
4934,705,6,354,531,HCM/EME
4935,705,7,404,606,7 or more Axle
4936,706,1,55,83,Car/Jeep/Van
4937,706,2,100,150,LCV
4938,706,3,195,293,Bus/Truck
4939,706,4,310,465,Upto 3 Axle
4940,706,5,325,488,4 to 6 Axle
4941,706,6,355,533,HCM/EME
4942,706,7,405,608,7 or more Axle
4943,707,1,56,84,Car/Jeep/Van
4944,707,2,101,152,LCV
4945,707,3,196,294,Bus/Truck
4946,707,4,311,467,Upto 3 Axle
4947,707,5,326,489,4 to 6 Axle
4948,707,6,356,534,HCM/EME
4949,707,7,406,609,7 or more Axle
4950,708,1,57,86,Car/Jeep/Van
4951,708,2,102,153,LCV
4952,708,3,197,296,Bus/Truck
4953,708,4,312,468,Upto 3 Axle
4954,708,5,327,491,4 to 6 Axle
4955,708,6,357,536,HCM/EME
4956,708,7,407,611,7 or more Axle
4957,709,1,58,87,Car/Jeep/Van
4958,709,2,103,155,LCV
4959,709,3,198,297,Bus/Truck
4960,709,4,313,470,Upto 3 Axle
4961,709,5,328,492,4 to 6 Axle
4962,709,6,358,537,HCM/EME
4963,709,7,408,612,7 or more Axle
4964,710,1,59,89,Car/Jeep/Van
4965,710,2,104,156,LCV
4966,710,3,199,299,Bus/Truck
4967,710,4,314,471,Upto 3 Axle
4968,710,5,329,494,4 to 6 Axle
4969,710,6,359,539,HCM/EME
4970,710,7,409,614,7 or more Axle
4971,711,1,60,90,Car/Jeep/Van
4972,711,2,105,158,LCV
4973,711,3,200,300,Bus/Truck
4974,711,4,315,473,Upto 3 Axle
4975,711,5,330,495,4 to 6 Axle
4976,711,6,360,540,HCM/EME
4977,711,7,410,615,7 or more Axle
4978,712,1,61,92,Car/Jeep/Van
4979,712,2,106,159,LCV
4980,712,3,201,302,Bus/Truck
4981,712,4,316,474,Upto 3 Axle
4982,712,5,331,497,4 to 6 Axle
4983,712,6,361,542,HCM/EME
4984,712,7,411,617,7 or more Axle
4985,713,1,62,93,Car/Jeep/Van
4986,713,2,107,161,LCV
4987,713,3,202,303,Bus/Truck
4988,713,4,317,476,Upto 3 Axle
4989,713,5,332,498,4 to 6 Axle
4990,713,6,362,543,HCM/EME
4991,713,7,412,618,7 or more Axle
4992,714,1,63,95,Car/Jeep/Van
4993,714,2,108,162,LCV
4994,714,3,203,305,Bus/Truck
4995,714,4,318,477,Upto 3 Axle
4996,714,5,333,500,4 to 6 Axle
4997,714,6,363,545,HCM/EME
4998,714,7,413,620,7 or more Axle
4999,715,1,64,96,Car/Jeep/Van
5000,715,2,109,164,LCV
5001,715,3,204,306,Bus/Truck
5002,715,4,319,479,Upto 3 Axle
5003,715,5,334,501,4 to 6 Axle
5004,715,6,364,546,HCM/EME
5005,715,7,414,621,7 or more Axle
5006,716,1,65,98,Car/Jeep/Van
5007,716,2,110,165,LCV
5008,716,3,205,308,Bus/Truck
5009,716,4,320,480,Upto 3 Axle
5010,716,5,335,503,4 to 6 Axle
5011,716,6,365,548,HCM/EME
5012,716,7,415,623,7 or more Axle
5013,717,1,66,99,Car/Jeep/Van
5014,717,2,111,167,LCV
5015,717,3,206,309,Bus/Truck
5016,717,4,321,482,Upto 3 Axle
5017,717,5,336,504,4 to 6 Axle
5018,717,6,366,549,HCM/EME
5019,717,7,416,624,7 or more Axle
5020,718,1,67,101,Car/Jeep/Van
5021,718,2,112,168,LCV
5022,718,3,207,311,Bus/Truck
5023,718,4,322,483,Upto 3 Axle
5024,718,5,337,506,4 to 6 Axle
5025,718,6,367,551,HCM/EME
5026,718,7,417,626,7 or more Axle
5027,719,1,68,102,Car/Jeep/Van
5028,719,2,113,170,LCV
5029,719,3,208,312,Bus/Truck
5030,719,4,323,485,Upto 3 Axle
5031,719,5,338,507,4 to 6 Axle
5032,719,6,368,552,HCM/EME
5033,719,7,418,627,7 or more Axle
5034,720,1,69,104,Car/Jeep/Van
5035,720,2,114,171,LCV
5036,720,3,209,314,Bus/Truck
5037,720,4,324,486,Upto 3 Axle
5038,720,5,339,509,4 to 6 Axle
5039,720,6,369,554,HCM/EME
5040,720,7,419,629,7 or more Axle
5041,721,1,70,105,Car/Jeep/Van
5042,721,2,115,173,LCV
5043,721,3,210,315,Bus/Truck
5044,721,4,325,488,Upto 3 Axle
5045,721,5,340,510,4 to 6 Axle
5046,721,6,370,555,HCM/EME
5047,721,7,420,630,7 or more Axle
5048,722,1,71,107,Car/Jeep/Van
5049,722,2,116,174,LCV
5050,722,3,211,317,Bus/Truck
5051,722,4,326,489,Upto 3 Axle
5052,722,5,341,512,4 to 6 Axle
5053,722,6,371,557,HCM/EME
5054,722,7,421,632,7 or more Axle
5055,723,1,72,108,Car/Jeep/Van
5056,723,2,117,176,LCV
5057,723,3,212,318,Bus/Truck
5058,723,4,327,491,Upto 3 Axle
5059,723,5,342,513,4 to 6 Axle
5060,723,6,372,558,HCM/EME
5061,723,7,422,633,7 or more Axle
5062,724,1,73,110,Car/Jeep/Van
5063,724,2,118,177,LCV
5064,724,3,213,320,Bus/Truck
5065,724,4,328,492,Upto 3 Axle
5066,724,5,343,515,4 to 6 Axle
5067,724,6,373,560,HCM/EME
5068,724,7,423,635,7 or more Axle
5069,725,1,74,111,Car/Jeep/Van
5070,725,2,119,179,LCV
5071,725,3,214,321,Bus/Truck
5072,725,4,329,494,Upto 3 Axle
5073,725,5,344,516,4 to 6 Axle
5074,725,6,374,561,HCM/EME
5075,725,7,424,636,7 or more Axle
5076,726,1,50,75,Car/Jeep/Van
5077,726,2,95,143,LCV
5078,726,3,190,285,Bus/Truck
5079,726,4,305,458,Upto 3 Axle
5080,726,5,320,480,4 to 6 Axle
5081,726,6,350,525,HCM/EME
5082,726,7,400,600,7 or more Axle
5083,727,1,51,77,Car/Jeep/Van
5084,727,2,96,144,LCV
5085,727,3,191,287,Bus/Truck
5086,727,4,306,459,Upto 3 Axle
5087,727,5,321,482,4 to 6 Axle
5088,727,6,351,527,HCM/EME
5089,727,7,401,602,7 or more Axle
5090,728,1,52,78,Car/Jeep/Van
5091,728,2,97,146,LCV
5092,728,3,192,288,Bus/Truck
5093,728,4,307,461,Upto 3 Axle
5094,728,5,322,483,4 to 6 Axle
5095,728,6,352,528,HCM/EME
5096,728,7,402,603,7 or more Axle
5097,729,1,53,80,Car/Jeep/Van
5098,729,2,98,147,LCV
5099,729,3,193,290,Bus/Truck
5100,729,4,308,462,Upto 3 Axle
5101,729,5,323,485,4 to 6 Axle
5102,729,6,353,530,HCM/EME
5103,729,7,403,605,7 or more Axle
5104,730,1,54,81,Car/Jeep/Van
5105,730,2,99,149,LCV
5106,730,3,194,291,Bus/Truck
5107,730,4,309,464,Upto 3 Axle
5108,730,5,324,486,4 to 6 Axle
5109,730,6,354,531,HCM/EME
5110,730,7,404,606,7 or more Axle
5111,731,1,55,83,Car/Jeep/Van
5112,731,2,100,150,LCV
5113,731,3,195,293,Bus/Truck
5114,731,4,310,465,Upto 3 Axle
5115,731,5,325,488,4 to 6 Axle
5116,731,6,355,533,HCM/EME
5117,731,7,405,608,7 or more Axle
5118,732,1,56,84,Car/Jeep/Van
5119,732,2,101,152,LCV
5120,732,3,196,294,Bus/Truck
5121,732,4,311,467,Upto 3 Axle
5122,732,5,326,489,4 to 6 Axle
5123,732,6,356,534,HCM/EME
5124,732,7,406,609,7 or more Axle
5125,733,1,57,86,Car/Jeep/Van
5126,733,2,102,153,LCV
5127,733,3,197,296,Bus/Truck
5128,733,4,312,468,Upto 3 Axle
5129,733,5,327,491,4 to 6 Axle
5130,733,6,357,536,HCM/EME
5131,733,7,407,611,7 or more Axle
5132,734,1,58,87,Car/Jeep/Van
5133,734,2,103,155,LCV
5134,734,3,198,297,Bus/Truck
5135,734,4,313,470,Upto 3 Axle
5136,734,5,328,492,4 to 6 Axle
5137,734,6,358,537,HCM/EME
5138,734,7,408,612,7 or more Axle
5139,735,1,59,89,Car/Jeep/Van
5140,735,2,104,156,LCV
5141,735,3,199,299,Bus/Truck
5142,735,4,314,471,Upto 3 Axle
5143,735,5,329,494,4 to 6 Axle
5144,735,6,359,539,HCM/EME
5145,735,7,409,614,7 or more Axle
5146,736,1,60,90,Car/Jeep/Van
5147,736,2,105,158,LCV
5148,736,3,200,300,Bus/Truck
5149,736,4,315,473,Upto 3 Axle
5150,736,5,330,495,4 to 6 Axle
5151,736,6,360,540,HCM/EME
5152,736,7,410,615,7 or more Axle
5153,737,1,61,92,Car/Jeep/Van
5154,737,2,106,159,LCV
5155,737,3,201,302,Bus/Truck
5156,737,4,316,474,Upto 3 Axle
5157,737,5,331,497,4 to 6 Axle
5158,737,6,361,542,HCM/EME
5159,737,7,411,617,7 or more Axle
5160,738,1,62,93,Car/Jeep/Van
5161,738,2,107,161,LCV
5162,738,3,202,303,Bus/Truck
5163,738,4,317,476,Upto 3 Axle
5164,738,5,332,498,4 to 6 Axle
5165,738,6,362,543,HCM/EME
5166,738,7,412,618,7 or more Axle
5167,739,1,63,95,Car/Jeep/Van
5168,739,2,108,162,LCV
5169,739,3,203,305,Bus/Truck
5170,739,4,318,477,Upto 3 Axle
5171,739,5,333,500,4 to 6 Axle
5172,739,6,363,545,HCM/EME
5173,739,7,413,620,7 or more Axle
5174,740,1,64,96,Car/Jeep/Van
5175,740,2,109,164,LCV
5176,740,3,204,306,Bus/Truck
5177,740,4,319,479,Upto 3 Axle
5178,740,5,334,501,4 to 6 Axle
5179,740,6,364,546,HCM/EME
5180,740,7,414,621,7 or more Axle
5181,741,1,65,98,Car/Jeep/Van
5182,741,2,110,165,LCV
5183,741,3,205,308,Bus/Truck
5184,741,4,320,480,Upto 3 Axle
5185,741,5,335,503,4 to 6 Axle
5186,741,6,365,548,HCM/EME
5187,741,7,415,623,7 or more Axle
5188,742,1,66,99,Car/Jeep/Van
5189,742,2,111,167,LCV
5190,742,3,206,309,Bus/Truck
5191,742,4,321,482,Upto 3 Axle
5192,742,5,336,504,4 to 6 Axle
5193,742,6,366,549,HCM/EME
5194,742,7,416,624,7 or more Axle
5195,743,1,67,101,Car/Jeep/Van
5196,743,2,112,168,LCV
5197,743,3,207,311,Bus/Truck
5198,743,4,322,483,Upto 3 Axle
5199,743,5,337,506,4 to 6 Axle
5200,743,6,367,551,HCM/EME
5201,743,7,417,626,7 or more Axle
5202,744,1,68,102,Car/Jeep/Van
5203,744,2,113,170,LCV
5204,744,3,208,312,Bus/Truck
5205,744,4,323,485,Upto 3 Axle
5206,744,5,338,507,4 to 6 Axle
5207,744,6,368,552,HCM/EME
5208,744,7,418,627,7 or more Axle
5209,745,1,69,104,Car/Jeep/Van
5210,745,2,114,171,LCV
5211,745,3,209,314,Bus/Truck
5212,745,4,324,486,Upto 3 Axle
5213,745,5,339,509,4 to 6 Axle
5214,745,6,369,554,HCM/EME
5215,745,7,419,629,7 or more Axle
5216,746,1,70,105,Car/Jeep/Van
5217,746,2,115,173,LCV
5218,746,3,210,315,Bus/Truck
5219,746,4,325,488,Upto 3 Axle
5220,746,5,340,510,4 to 6 Axle
5221,746,6,370,555,HCM/EME
5222,746,7,420,630,7 or more Axle
5223,747,1,71,107,Car/Jeep/Van
5224,747,2,116,174,LCV
5225,747,3,211,317,Bus/Truck
5226,747,4,326,489,Upto 3 Axle
5227,747,5,341,512,4 to 6 Axle
5228,747,6,371,557,HCM/EME
5229,747,7,421,632,7 or more Axle
5230,748,1,72,108,Car/Jeep/Van
5231,748,2,117,176,LCV
5232,748,3,212,318,Bus/Truck
5233,748,4,327,491,Upto 3 Axle
5234,748,5,342,513,4 to 6 Axle
5235,748,6,372,558,HCM/EME
5236,748,7,422,633,7 or more Axle
5237,749,1,73,110,Car/Jeep/Van
5238,749,2,118,177,LCV
5239,749,3,213,320,Bus/Truck
5240,749,4,328,492,Upto 3 Axle
5241,749,5,343,515,4 to 6 Axle
5242,749,6,373,560,HCM/EME
5243,749,7,423,635,7 or more Axle
5244,750,1,74,111,Car/Jeep/Van
5245,750,2,119,179,LCV
5246,750,3,214,321,Bus/Truck
5247,750,4,329,494,Upto 3 Axle
5248,750,5,344,516,4 to 6 Axle
5249,750,6,374,561,HCM/EME
5250,750,7,424,636,7 or more Axle
5251,751,1,50,75,Car/Jeep/Van
5252,751,2,95,143,LCV
5253,751,3,190,285,Bus/Truck
5254,751,4,305,458,Upto 3 Axle
5255,751,5,320,480,4 to 6 Axle
5256,751,6,350,525,HCM/EME
5257,751,7,400,600,7 or more Axle
5258,752,1,51,77,Car/Jeep/Van
5259,752,2,96,144,LCV
5260,752,3,191,287,Bus/Truck
5261,752,4,306,459,Upto 3 Axle
5262,752,5,321,482,4 to 6 Axle
5263,752,6,351,527,HCM/EME
5264,752,7,401,602,7 or more Axle
5265,753,1,52,78,Car/Jeep/Van
5266,753,2,97,146,LCV
5267,753,3,192,288,Bus/Truck
5268,753,4,307,461,Upto 3 Axle
5269,753,5,322,483,4 to 6 Axle
5270,753,6,352,528,HCM/EME
5271,753,7,402,603,7 or more Axle
5272,754,1,53,80,Car/Jeep/Van
5273,754,2,98,147,LCV
5274,754,3,193,290,Bus/Truck
5275,754,4,308,462,Upto 3 Axle
5276,754,5,323,485,4 to 6 Axle
5277,754,6,353,530,HCM/EME
5278,754,7,403,605,7 or more Axle
5279,755,1,54,81,Car/Jeep/Van
5280,755,2,99,149,LCV
5281,755,3,194,291,Bus/Truck
5282,755,4,309,464,Upto 3 Axle
5283,755,5,324,486,4 to 6 Axle
5284,755,6,354,531,HCM/EME
5285,755,7,404,606,7 or more Axle
5286,756,1,55,83,Car/Jeep/Van
5287,756,2,100,150,LCV
5288,756,3,195,293,Bus/Truck
5289,756,4,310,465,Upto 3 Axle
5290,756,5,325,488,4 to 6 Axle
5291,756,6,355,533,HCM/EME
5292,756,7,405,608,7 or more Axle
5293,757,1,56,84,Car/Jeep/Van
5294,757,2,101,152,LCV
5295,757,3,196,294,Bus/Truck
5296,757,4,311,467,Upto 3 Axle
5297,757,5,326,489,4 to 6 Axle
5298,757,6,356,534,HCM/EME
5299,757,7,406,609,7 or more Axle
5300,758,1,57,86,Car/Jeep/Van
5301,758,2,102,153,LCV
5302,758,3,197,296,Bus/Truck
5303,758,4,312,468,Upto 3 Axle
5304,758,5,327,491,4 to 6 Axle
5305,758,6,357,536,HCM/EME
5306,758,7,407,611,7 or more Axle
5307,759,1,58,87,Car/Jeep/Van
5308,759,2,103,155,LCV
5309,759,3,198,297,Bus/Truck
5310,759,4,313,470,Upto 3 Axle
5311,759,5,328,492,4 to 6 Axle
5312,759,6,358,537,HCM/EME
5313,759,7,408,612,7 or more Axle
5314,760,1,59,89,Car/Jeep/Van
5315,760,2,104,156,LCV
5316,760,3,199,299,Bus/Truck
5317,760,4,314,471,Upto 3 Axle
5318,760,5,329,494,4 to 6 Axle
5319,760,6,359,539,HCM/EME
5320,760,7,409,614,7 or more Axle
5321,761,1,60,90,Car/Jeep/Van
5322,761,2,105,158,LCV
5323,761,3,200,300,Bus/Truck
5324,761,4,315,473,Upto 3 Axle
5325,761,5,330,495,4 to 6 Axle
5326,761,6,360,540,HCM/EME
5327,761,7,410,615,7 or more Axle
5328,762,1,61,92,Car/Jeep/Van
5329,762,2,106,159,LCV
5330,762,3,201,302,Bus/Truck
5331,762,4,316,474,Upto 3 Axle
5332,762,5,331,497,4 to 6 Axle
5333,762,6,361,542,HCM/EME
5334,762,7,411,617,7 or more Axle
5335,763,1,62,93,Car/Jeep/Van
5336,763,2,107,161,LCV
5337,763,3,202,303,Bus/Truck
5338,763,4,317,476,Upto 3 Axle
5339,763,5,332,498,4 to 6 Axle
5340,763,6,362,543,HCM/EME
5341,763,7,412,618,7 or more Axle
5342,764,1,63,95,Car/Jeep/Van
5343,764,2,108,162,LCV
5344,764,3,203,305,Bus/Truck
5345,764,4,318,477,Upto 3 Axle
5346,764,5,333,500,4 to 6 Axle
5347,764,6,363,545,HCM/EME
5348,764,7,413,620,7 or more Axle
5349,765,1,64,96,Car/Jeep/Van
5350,765,2,109,164,LCV
5351,765,3,204,306,Bus/Truck
5352,765,4,319,479,Upto 3 Axle
5353,765,5,334,501,4 to 6 Axle
5354,765,6,364,546,HCM/EME
5355,765,7,414,621,7 or more Axle
5356,766,1,65,98,Car/Jeep/Van
5357,766,2,110,165,LCV
5358,766,3,205,308,Bus/Truck
5359,766,4,320,480,Upto 3 Axle
5360,766,5,335,503,4 to 6 Axle
5361,766,6,365,548,HCM/EME
5362,766,7,415,623,7 or more Axle
5363,767,1,66,99,Car/Jeep/Van
5364,767,2,111,167,LCV
5365,767,3,206,309,Bus/Truck
5366,767,4,321,482,Upto 3 Axle
5367,767,5,336,504,4 to 6 Axle
5368,767,6,366,549,HCM/EME
5369,767,7,416,624,7 or more Axle
5370,768,1,67,101,Car/Jeep/Van
5371,768,2,112,168,LCV
5372,768,3,207,311,Bus/Truck
5373,768,4,322,483,Upto 3 Axle
5374,768,5,337,506,4 to 6 Axle
5375,768,6,367,551,HCM/EME
5376,768,7,417,626,7 or more Axle
5377,769,1,68,102,Car/Jeep/Van
5378,769,2,113,170,LCV
5379,769,3,208,312,Bus/Truck
5380,769,4,323,485,Upto 3 Axle
5381,769,5,338,507,4 to 6 Axle
5382,769,6,368,552,HCM/EME
5383,769,7,418,627,7 or more Axle
5384,770,1,69,104,Car/Jeep/Van
5385,770,2,114,171,LCV
5386,770,3,209,314,Bus/Truck
5387,770,4,324,486,Upto 3 Axle
5388,770,5,339,509,4 to 6 Axle
5389,770,6,369,554,HCM/EME
5390,770,7,419,629,7 or more Axle
5391,771,1,70,105,Car/Jeep/Van
5392,771,2,115,173,LCV
5393,771,3,210,315,Bus/Truck
5394,771,4,325,488,Upto 3 Axle
5395,771,5,340,510,4 to 6 Axle
5396,771,6,370,555,HCM/EME
5397,771,7,420,630,7 or more Axle
5398,772,1,71,107,Car/Jeep/Van
5399,772,2,116,174,LCV
5400,772,3,211,317,Bus/Truck
5401,772,4,326,489,Upto 3 Axle
5402,772,5,341,512,4 to 6 Axle
5403,772,6,371,557,HCM/EME
5404,772,7,421,632,7 or more Axle
5405,773,1,72,108,Car/Jeep/Van
5406,773,2,117,176,LCV
5407,773,3,212,318,Bus/Truck
5408,773,4,327,491,Upto 3 Axle
5409,773,5,342,513,4 to 6 Axle
5410,773,6,372,558,HCM/EME
5411,773,7,422,633,7 or more Axle
5412,774,1,73,110,Car/Jeep/Van
5413,774,2,118,177,LCV
5414,774,3,213,320,Bus/Truck
5415,774,4,328,492,Upto 3 Axle
5416,774,5,343,515,4 to 6 Axle
5417,774,6,373,560,HCM/EME
5418,774,7,423,635,7 or more Axle
5419,775,1,74,111,Car/Jeep/Van
5420,775,2,119,179,LCV
5421,775,3,214,321,Bus/Truck
5422,775,4,329,494,Upto 3 Axle
5423,775,5,344,516,4 to 6 Axle
5424,775,6,374,561,HCM/EME
5425,775,7,424,636,7 or more Axle
5426,776,1,50,75,Car/Jeep/Van
5427,776,2,95,143,LCV
5428,776,3,190,285,Bus/Truck
5429,776,4,305,458,Upto 3 Axle
5430,776,5,320,480,4 to 6 Axle
5431,776,6,350,525,HCM/EME
5432,776,7,400,600,7 or more Axle
5433,777,1,51,77,Car/Jeep/Van
5434,777,2,96,144,LCV
5435,777,3,191,287,Bus/Truck
5436,777,4,306,459,Upto 3 Axle
5437,777,5,321,482,4 to 6 Axle
5438,777,6,351,527,HCM/EME
5439,777,7,401,602,7 or more Axle
5440,778,1,52,78,Car/Jeep/Van
5441,778,2,97,146,LCV
5442,778,3,192,288,Bus/Truck
5443,778,4,307,461,Upto 3 Axle
5444,778,5,322,483,4 to 6 Axle
5445,778,6,352,528,HCM/EME
5446,778,7,402,603,7 or more Axle
5447,779,1,53,80,Car/Jeep/Van
5448,779,2,98,147,LCV
5449,779,3,193,290,Bus/Truck
5450,779,4,308,462,Upto 3 Axle
5451,779,5,323,485,4 to 6 Axle
5452,779,6,353,530,HCM/EME
5453,779,7,403,605,7 or more Axle
5454,780,1,54,81,Car/Jeep/Van
5455,780,2,99,149,LCV
5456,780,3,194,291,Bus/Truck
5457,780,4,309,464,Upto 3 Axle
5458,780,5,324,486,4 to 6 Axle
5459,780,6,354,531,HCM/EME
